deal_ref,client_ref,event_time,item_code,item_label,grouping,qty,price,amount,value,territory,source,owner,status
D-300221,CL-2429,2024-11-02,SKU-201,POS Terminal,Hardware,13,1763,22919,22922,EU,ColdCall,Agent_8,Lost
D-300222,CL-7954,2023-09-01,SKU-102,Analytics Suite,Software,15,1282,19230,19280,NA,Partner,Agent_8,Closed
D-300223,CL-2459,2024-11-28,SKU-102,Analytics Suite,Software,19,212,4028,4056,EU,Web,Agent_2,Closed
D-300224,CL-2303,2023-03-05,SKU-102,Analytics Suite,Software,23,1206,27738,27736,APAC,Partner,Agent_6,Won
D-300225,CL-7482,2024-07-14,SKU-101,CRM Pro,Software,23,1265,29095,29060,NA,Partner,Agent_4,Closed
D-300226,CL-7182,2023-11-17,SKU-102,Analytics Suite,Software,22,1690,37180,37201,NA,Web,Agent_7,Closed
D-300227,CL-5433,2023-06-09,SKU-102,Analytics Suite,Software,19,323,6137,6129,NA,Web,Agent_1,Closed
D-300228,CL-6643,2023-04-16,SKU-201,POS Terminal,Hardware,14,1142,15988,15943,NA,Partner,Agent_11,Won
D-300229,CL-5717,2024-11-05,SKU-201,POS Terminal,Hardware,7,128,896,883,NA,ColdCall,Agent_1,Won
D-300230,CL-2254,2024-11-14,SKU-102,Analytics Suite,Software,14,1115,15610,15653,NA,ColdCall,Agent_1,Closed
D-300231,CL-6002,2023-03-09,SKU-101,CRM Pro,Software,5,793,3965,3992,APAC,ColdCall,Agent_11,Won
D-300232,CL-3287,2023-03-03,SKU-201,POS Terminal,Hardware,23,158,3634,3589,APAC,ColdCall,Agent_11,Won
D-300233,CL-4180,2023-09-02,SKU-101,CRM Pro,Software,22,1045,22990,23007,APAC,ColdCall,Agent_3,Lost
D-300234,CL-6756,2023-04-15,SKU-201,POS Terminal,Hardware,1,787,787,777,NA,ColdCall,Agent_10,Won
D-300235,CL-7713,2024-11-29,SKU-102,Analytics Suite,Software,13,1070,13910,13883,EU,Partner,Agent_10,Closed
D-300236,CL-6491,2024-02-21,SKU-101,CRM Pro,Software,20,410,8200,8176,EU,Partner,Agent_4,Closed
D-300237,CL-4795,2024-08-29,SKU-201,POS Terminal,Hardware,20,815,16300,16305,EU,Web,Agent_2,Lost
D-300238,CL-2070,2023-05-19,SKU-101,CRM Pro,Software,22,360,7920,7957,NA,Partner,Agent_3,Won
D-300239,CL-6740,2024-09-22,SKU-201,POS Terminal,Hardware,13,384,4992,4993,EU,Partner,Agent_8,Lost
D-300240,CL-4341,2024-02-05,SKU-201,POS Terminal,Hardware,19,273,5187,5237,APAC,ColdCall,Agent_1,Lost
D-300241,CL-4185,2023-11-11,SKU-101,CRM Pro,Software,4,1795,7180,7135,EU,Web,Agent_7,Won
D-300242,CL-7394,2024-05-02,SKU-101,CRM Pro,Software,7,1761,12327,12320,EU,Partner,Agent_5,Won
D-300243,CL-6726,2023-05-28,SKU-102,Analytics Suite,Software,11,1750,19250,19272,EU,Partner,Agent_3,Closed
D-300244,CL-2307,2023-08-15,SKU-102,Analytics Suite,Software,6,1800,10800,10785,EU,Web,Agent_6,Closed
D-300245,CL-3132,2024-06-30,SKU-102,Analytics Suite,Software,22,1333,29326,29284,NA,Web,Agent_7,Closed
D-300246,CL-5670,2024-07-28,SKU-201,POS Terminal,Hardware,23,718,16514,16539,APAC,ColdCall,Agent_6,Won
D-300247,CL-2098,2023-10-24,SKU-101,CRM Pro,Software,16,1343,21488,21534,EU,Web,Agent_6,Lost
D-300248,CL-3523,2024-06-13,SKU-201,POS Terminal,Hardware,7,467,3269,3222,EU,Web,Agent_8,Won
D-300249,CL-6321,2024-08-15,SKU-102,Analytics Suite,Software,16,1093,17488,17494,APAC,Partner,Agent_1,Won
D-300250,CL-7328,2024-01-23,SKU-101,CRM Pro,Software,19,624,11856,11900,NA,Web,Agent_8,Lost
D-300251,CL-5181,2024-03-10,SKU-101,CRM Pro,Software,6,1390,8340,8291,NA,ColdCall,Agent_1,Closed
D-300252,CL-3869,2023-06-15,SKU-201,POS Terminal,Hardware,5,616,3080,3111,APAC,ColdCall,Agent_11,Won
D-300253,CL-7664,2024-10-29,SKU-201,POS Terminal,Hardware,3,1263,3789,3801,EU,Web,Agent_5,Lost
D-300254,CL-4015,2023-05-19,SKU-102,Analytics Suite,Software,4,216,864,828,EU,Web,Agent_4,Won
D-300255,CL-5858,2024-10-14,SKU-102,Analytics Suite,Software,10,774,7740,7750,NA,ColdCall,Agent_6,Won
D-300256,CL-2011,2023-02-23,SKU-201,POS Terminal,Hardware,7,624,4368,4374,EU,ColdCall,Agent_4,Won
D-300257,CL-2386,2023-01-27,SKU-102,Analytics Suite,Software,23,1068,24564,24532,APAC,Web,Agent_9,Closed
D-300258,CL-5547,2023-11-11,SKU-201,POS Terminal,Hardware,13,1604,20852,20878,EU,Web,Agent_2,Closed
D-300259,CL-2962,2024-01-14,SKU-201,POS Terminal,Hardware,3,535,1605,1592,NA,Partner,Agent_4,Won
D-300260,CL-6727,2023-01-16,SKU-201,POS Terminal,Hardware,4,1398,5592,5642,NA,ColdCall,Agent_5,Lost
D-300261,CL-6924,2024-09-07,SKU-201,POS Terminal,Hardware,16,144,2304,2349,NA,Partner,Agent_9,Won
D-300262,CL-5096,2023-04-29,SKU-101,CRM Pro,Software,10,1734,17340,17303,APAC,ColdCall,Agent_6,Lost
D-300263,CL-7205,2024-03-30,SKU-102,Analytics Suite,Software,22,570,12540,12567,EU,ColdCall,Agent_11,Won
D-300264,CL-5982,2023-10-06,SKU-101,CRM Pro,Software,7,760,5320,5279,NA,Partner,Agent_11,Won
D-300265,CL-6480,2023-09-22,SKU-102,Analytics Suite,Software,22,797,17534,17545,APAC,ColdCall,Agent_6,Closed
D-300266,CL-6568,2023-11-25,SKU-102,Analytics Suite,Software,17,1016,17272,17231,APAC,ColdCall,Agent_11,Lost
D-300267,CL-3087,2023-05-15,SKU-102,Analytics Suite,Software,6,545,3270,3221,NA,ColdCall,Agent_6,Closed
D-300268,CL-7960,2024-09-24,SKU-201,POS Terminal,Hardware,18,1700,30600,30559,NA,Partner,Agent_5,Closed
D-300269,CL-6660,2023-01-14,SKU-201,POS Terminal,Hardware,6,1447,8682,8648,NA,Partner,Agent_6,Closed
D-300270,CL-2221,2023-04-28,SKU-101,CRM Pro,Software,22,1257,27654,27628,EU,Web,Agent_6,Lost
D-300271,CL-6784,2023-10-24,SKU-101,CRM Pro,Software,18,1693,30474,30490,EU,ColdCall,Agent_8,Won
D-300272,CL-5702,2024-09-10,SKU-101,CRM Pro,Software,19,312,5928,5977,EU,ColdCall,Agent_11,Won
D-300273,CL-6319,2023-09-30,SKU-201,POS Terminal,Hardware,18,847,15246,15217,NA,Web,Agent_10,Won
D-300274,CL-5890,2023-01-20,SKU-102,Analytics Suite,Software,2,543,1086,1071,NA,ColdCall,Agent_10,Lost
D-300275,CL-3552,2024-10-19,SKU-101,CRM Pro,Software,1,409,409,417,APAC,Partner,Agent_4,Lost
D-300276,CL-7233,2024-09-07,SKU-101,CRM Pro,Software,19,224,4256,4236,APAC,ColdCall,Agent_4,Won
D-300277,CL-6169,2024-12-21,SKU-102,Analytics Suite,Software,5,799,3995,4041,EU,ColdCall,Agent_2,Won
D-300278,CL-6137,2023-03-02,SKU-201,POS Terminal,Hardware,20,1095,21900,21902,EU,Partner,Agent_6,Won
D-300279,CL-2867,2023-05-18,SKU-201,POS Terminal,Hardware,16,533,8528,8519,EU,ColdCall,Agent_6,Closed
D-300280,CL-5244,2024-05-23,SKU-201,POS Terminal,Hardware,23,1394,32062,32111,NA,Partner,Agent_10,Won
D-300281,CL-4652,2024-03-17,SKU-201,POS Terminal,Hardware,5,683,3415,3459,NA,Web,Agent_4,Closed
D-300282,CL-2726,2023-10-27,SKU-201,POS Terminal,Hardware,23,315,7245,7255,EU,ColdCall,Agent_11,Won
D-300283,CL-7110,2024-05-04,SKU-101,CRM Pro,Software,5,993,4965,4953,NA,Partner,Agent_6,Lost
D-300284,CL-6624,2024-05-26,SKU-201,POS Terminal,Hardware,1,1653,1653,1614,NA,ColdCall,Agent_1,Lost
D-300285,CL-4184,2023-09-19,SKU-102,Analytics Suite,Software,22,357,7854,7817,APAC,ColdCall,Agent_3,Closed
D-300286,CL-4077,2024-08-23,SKU-201,POS Terminal,Hardware,7,1442,10094,10069,NA,ColdCall,Agent_6,Won
D-300287,CL-4472,2024-07-11,SKU-201,POS Terminal,Hardware,25,1085,27125,27110,APAC,Web,Agent_1,Won
D-300288,CL-6120,2024-02-12,SKU-101,CRM Pro,Software,23,205,4715,4736,NA,Partner,Agent_5,Won
D-300289,CL-7113,2023-03-27,SKU-201,POS Terminal,Hardware,6,1508,9048,9055,NA,Partner,Agent_2,Closed
D-300290,CL-5372,2023-12-03,SKU-102,Analytics Suite,Software,18,1140,20520,20530,NA,ColdCall,Agent_11,Won
D-300291,CL-5369,2023-09-10,SKU-201,POS Terminal,Hardware,20,821,16420,16405,NA,ColdCall,Agent_1,Closed
D-300292,CL-7677,2023-11-28,SKU-102,Analytics Suite,Software,2,178,356,342,EU,ColdCall,Agent_2,Won
D-300293,CL-6525,2024-08-29,SKU-101,CRM Pro,Software,5,908,4540,4510,APAC,ColdCall,Agent_6,Lost
D-300294,CL-4141,2023-12-16,SKU-201,POS Terminal,Hardware,17,840,14280,14323,EU,Web,Agent_9,Lost
D-300295,CL-4812,2023-10-23,SKU-201,POS Terminal,Hardware,17,1043,17731,17737,EU,Web,Agent_1,Won
D-300296,CL-7554,2023-08-08,SKU-102,Analytics Suite,Software,17,864,14688,14694,APAC,Partner,Agent_2,Closed
D-300297,CL-4190,2024-12-20,SKU-101,CRM Pro,Software,4,885,3540,3577,EU,ColdCall,Agent_6,Lost
D-300298,CL-5535,2023-03-01,SKU-101,CRM Pro,Software,11,1439,15829,15793,NA,ColdCall,Agent_5,Won
D-300299,CL-6655,2024-10-19,SKU-102,Analytics Suite,Software,14,611,8554,8561,APAC,ColdCall,Agent_6,Won
D-300300,CL-5604,2024-02-22,SKU-102,Analytics Suite,Software,2,433,866,908,NA,Partner,Agent_3,Closed
D-300301,CL-2195,2023-07-31,SKU-102,Analytics Suite,Software,18,1273,22914,22937,EU,ColdCall,Agent_10,Lost
D-300302,CL-4771,2023-08-24,SKU-201,POS Terminal,Hardware,8,459,3672,3680,NA,Partner,Agent_8,Closed
D-300303,CL-2486,2023-09-12,SKU-201,POS Terminal,Hardware,11,1614,17754,17753,NA,Partner,Agent_9,Won
D-300304,CL-7270,2023-02-06,SKU-101,CRM Pro,Software,2,790,1580,1615,APAC,ColdCall,Agent_3,Won
D-300305,CL-7611,2024-08-27,SKU-201,POS Terminal,Hardware,7,1284,8988,8999,APAC,Partner,Agent_8,Won
D-300306,CL-5326,2023-04-12,SKU-101,CRM Pro,Software,12,966,11592,11611,EU,Web,Agent_5,Won
D-300307,CL-7121,2023-08-23,SKU-101,CRM Pro,Software,10,1493,14930,14917,NA,Partner,Agent_10,Won
D-300308,CL-6486,2023-09-03,SKU-201,POS Terminal,Hardware,23,551,12673,12662,APAC,Web,Agent_2,Lost
D-300309,CL-4853,2023-08-20,SKU-101,CRM Pro,Software,21,1078,22638,22624,NA,ColdCall,Agent_4,Lost
D-300310,CL-3598,2024-02-02,SKU-101,CRM Pro,Software,13,1585,20605,20623,NA,Web,Agent_4,Closed
D-300311,CL-6605,2024-05-26,SKU-201,POS Terminal,Hardware,10,138,1380,1351,APAC,Web,Agent_7,Closed
D-300312,CL-7070,2023-01-31,SKU-102,Analytics Suite,Software,19,625,11875,11878,NA,ColdCall,Agent_6,Won
D-300313,CL-6652,2023-01-22,SKU-102,Analytics Suite,Software,2,991,1982,2014,EU,Web,Agent_5,Lost
D-300314,CL-4043,2023-03-22,SKU-101,CRM Pro,Software,15,884,13260,13283,NA,Partner,Agent_2,Closed
D-300315,CL-6608,2024-01-03,SKU-201,POS Terminal,Hardware,16,1496,23936,23947,NA,ColdCall,Agent_9,Closed
D-300316,CL-5119,2023-07-02,SKU-101,CRM Pro,Software,25,1284,32100,32125,APAC,Web,Agent_5,Won
D-300317,CL-3772,2023-11-03,SKU-201,POS Terminal,Hardware,15,1658,24870,24918,NA,Partner,Agent_9,Won
D-300318,CL-5129,2024-10-16,SKU-101,CRM Pro,Software,22,1758,38676,38688,NA,Web,Agent_8,Won
D-300319,CL-6473,2024-06-19,SKU-102,Analytics Suite,Software,9,1242,11178,11195,EU,ColdCall,Agent_9,Closed
D-300320,CL-6337,2023-08-03,SKU-101,CRM Pro,Software,24,178,4272,4293,NA,ColdCall,Agent_4,Won
D-300321,CL-5156,2024-05-13,SKU-201,POS Terminal,Hardware,3,699,2097,2132,APAC,ColdCall,Agent_5,Closed
D-300322,CL-2615,2023-06-22,SKU-201,POS Terminal,Hardware,24,1320,31680,31651,APAC,Partner,Agent_7,Closed
D-300323,CL-6938,2023-07-15,SKU-101,CRM Pro,Software,24,946,22704,22699,NA,ColdCall,Agent_7,Lost
D-300324,CL-2112,2024-02-17,SKU-102,Analytics Suite,Software,18,397,7146,7183,EU,Web,Agent_3,Won
D-300325,CL-2684,2024-07-23,SKU-101,CRM Pro,Software,21,810,17010,17029,APAC,ColdCall,Agent_7,Closed
D-300326,CL-7210,2023-11-11,SKU-102,Analytics Suite,Software,13,1424,18512,18532,NA,ColdCall,Agent_3,Closed
D-300327,CL-4316,2023-04-13,SKU-102,Analytics Suite,Software,16,635,10160,10152,NA,ColdCall,Agent_7,Closed
D-300328,CL-2121,2024-11-04,SKU-101,CRM Pro,Software,2,1745,3490,3469,EU,Partner,Agent_5,Closed
D-300329,CL-4997,2023-10-13,SKU-102,Analytics Suite,Software,5,364,1820,1816,APAC,Partner,Agent_3,Lost
D-300330,CL-4190,2024-09-03,SKU-102,Analytics Suite,Software,3,689,2067,2041,APAC,ColdCall,Agent_5,Lost
D-300331,CL-3968,2024-04-13,SKU-201,POS Terminal,Hardware,2,665,1330,1296,EU,ColdCall,Agent_7,Closed
D-300332,CL-2106,2023-12-01,SKU-101,CRM Pro,Software,13,800,10400,10388,APAC,Web,Agent_6,Closed
D-300333,CL-2046,2024-04-16,SKU-201,POS Terminal,Hardware,2,302,604,639,NA,Partner,Agent_11,Lost
D-300334,CL-5359,2023-02-07,SKU-102,Analytics Suite,Software,24,744,17856,17843,NA,ColdCall,Agent_7,Lost
D-300335,CL-2963,2023-08-16,SKU-102,Analytics Suite,Software,21,1408,29568,29537,EU,Partner,Agent_1,Lost
D-300336,CL-2163,2024-03-21,SKU-102,Analytics Suite,Software,16,251,4016,4022,NA,ColdCall,Agent_7,Lost
D-300337,CL-5910,2024-11-09,SKU-201,POS Terminal,Hardware,13,646,8398,8383,NA,Partner,Agent_10,Lost
D-300338,CL-4079,2023-03-17,SKU-101,CRM Pro,Software,2,1695,3390,3374,EU,ColdCall,Agent_6,Lost
D-300339,CL-7187,2023-05-12,SKU-201,POS Terminal,Hardware,24,786,18864,18816,APAC,ColdCall,Agent_10,Closed
D-300340,CL-4566,2024-07-09,SKU-201,POS Terminal,Hardware,13,693,9009,9058,NA,ColdCall,Agent_3,Won
D-300341,CL-5475,2024-10-12,SKU-102,Analytics Suite,Software,6,1452,8712,8721,NA,ColdCall,Agent_2,Closed
D-300342,CL-4818,2024-02-15,SKU-102,Analytics Suite,Software,3,597,1791,1775,APAC,Partner,Agent_10,Won
D-300343,CL-3028,2024-08-03,SKU-201,POS Terminal,Hardware,15,1253,18795,18819,NA,Web,Agent_4,Lost
D-300344,CL-7862,2024-07-06,SKU-201,POS Terminal,Hardware,23,668,15364,15369,NA,Partner,Agent_9,Won
D-300345,CL-6489,2024-04-26,SKU-102,Analytics Suite,Software,13,405,5265,5299,APAC,Partner,Agent_8,Lost
D-300346,CL-2413,2024-06-16,SKU-102,Analytics Suite,Software,25,738,18450,18456,EU,Web,Agent_6,Lost
D-300347,CL-7216,2023-07-20,SKU-201,POS Terminal,Hardware,23,1747,40181,40157,EU,Partner,Agent_8,Closed
D-300348,CL-7339,2023-07-16,SKU-101,CRM Pro,Software,9,667,6003,6010,APAC,ColdCall,Agent_3,Closed
D-300349,CL-6338,2024-11-18,SKU-102,Analytics Suite,Software,23,1408,32384,32371,APAC,Partner,Agent_2,Won
D-300350,CL-5513,2023-01-12,SKU-201,POS Terminal,Hardware,15,656,9840,9889,EU,ColdCall,Agent_10,Lost
D-300351,CL-5099,2024-12-20,SKU-102,Analytics Suite,Software,20,688,13760,13761,NA,Partner,Agent_1,Lost
D-300352,CL-4779,2024-12-29,SKU-201,POS Terminal,Hardware,15,717,10755,10761,APAC,Web,Agent_11,Lost
D-300353,CL-6449,2023-04-10,SKU-201,POS Terminal,Hardware,11,434,4774,4803,EU,Web,Agent_11,Won
D-300354,CL-6564,2023-07-15,SKU-102,Analytics Suite,Software,6,1029,6174,6204,APAC,Web,Agent_5,Closed
D-300355,CL-5906,2023-07-08,SKU-101,CRM Pro,Software,18,444,7992,8000,APAC,Web,Agent_4,Closed
D-300356,CL-2130,2023-06-24,SKU-201,POS Terminal,Hardware,25,1264,31600,31639,EU,Partner,Agent_5,Won
D-300357,CL-5820,2024-11-02,SKU-201,POS Terminal,Hardware,9,1543,13887,13917,APAC,Partner,Agent_4,Lost
D-300358,CL-2417,2024-06-05,SKU-102,Analytics Suite,Software,23,1110,25530,25484,NA,ColdCall,Agent_10,Won
D-300359,CL-4198,2024-02-18,SKU-101,CRM Pro,Software,19,1650,31350,31355,APAC,ColdCall,Agent_11,Closed
D-300360,CL-3851,2024-01-12,SKU-102,Analytics Suite,Software,8,1198,9584,9631,EU,Web,Agent_2,Closed
D-300361,CL-5628,2023-05-04,SKU-101,CRM Pro,Software,4,1039,4156,4112,APAC,ColdCall,Agent_11,Lost
D-300362,CL-3009,2023-10-13,SKU-201,POS Terminal,Hardware,3,420,1260,1210,APAC,Web,Agent_10,Won
D-300363,CL-6650,2023-10-24,SKU-201,POS Terminal,Hardware,1,748,748,795,EU,ColdCall,Agent_8,Won
D-300364,CL-3432,2023-10-04,SKU-101,CRM Pro,Software,21,1753,36813,36810,NA,Partner,Agent_7,Closed
D-300365,CL-4687,2023-09-09,SKU-101,CRM Pro,Software,4,770,3080,3100,NA,Partner,Agent_4,Closed
D-300366,CL-2773,2023-02-18,SKU-201,POS Terminal,Hardware,16,1637,26192,26162,NA,ColdCall,Agent_6,Closed
D-300367,CL-7216,2024-09-05,SKU-201,POS Terminal,Hardware,21,675,14175,14214,EU,ColdCall,Agent_4,Won
D-300368,CL-2549,2023-10-02,SKU-101,CRM Pro,Software,3,911,2733,2708,NA,Web,Agent_4,Lost
D-300369,CL-6919,2023-10-12,SKU-102,Analytics Suite,Software,7,1487,10409,10407,NA,Web,Agent_6,Lost
D-300370,CL-3972,2023-03-04,SKU-101,CRM Pro,Software,9,248,2232,2205,APAC,ColdCall,Agent_7,Lost
D-300371,CL-5821,2024-01-19,SKU-102,Analytics Suite,Software,7,1580,11060,11078,NA,Web,Agent_8,Closed
D-300372,CL-2914,2024-01-16,SKU-101,CRM Pro,Software,14,1455,20370,20331,APAC,Partner,Agent_6,Won
D-300373,CL-5584,2024-01-19,SKU-101,CRM Pro,Software,4,987,3948,3985,APAC,Partner,Agent_1,Closed
D-300374,CL-7157,2023-11-14,SKU-201,POS Terminal,Hardware,13,506,6578,6529,NA,ColdCall,Agent_11,Closed
D-300375,CL-5118,2023-06-26,SKU-101,CRM Pro,Software,7,1665,11655,11646,NA,Web,Agent_5,Lost
D-300376,CL-7422,2023-04-23,SKU-102,Analytics Suite,Software,8,766,6128,6156,APAC,Partner,Agent_7,Won
D-300377,CL-3938,2024-02-26,SKU-201,POS Terminal,Hardware,10,955,9550,9596,NA,Web,Agent_5,Lost
D-300378,CL-7466,2023-11-12,SKU-101,CRM Pro,Software,14,893,12502,12536,NA,Partner,Agent_5,Closed
D-300379,CL-3243,2024-04-07,SKU-102,Analytics Suite,Software,10,629,6290,6264,EU,ColdCall,Agent_2,Lost
D-300380,CL-5778,2023-01-30,SKU-102,Analytics Suite,Software,9,462,4158,4204,NA,Web,Agent_6,Closed
D-300381,CL-4917,2024-08-30,SKU-102,Analytics Suite,Software,12,1456,17472,17494,EU,Web,Agent_2,Won
D-300382,CL-7568,2023-02-20,SKU-101,CRM Pro,Software,21,1279,26859,26850,APAC,ColdCall,Agent_2,Won
D-300383,CL-5496,2024-05-03,SKU-101,CRM Pro,Software,2,1247,2494,2476,EU,ColdCall,Agent_9,Won
D-300384,CL-5937,2024-02-14,SKU-101,CRM Pro,Software,7,405,2835,2883,APAC,Web,Agent_9,Closed
D-300385,CL-5263,2023-11-14,SKU-102,Analytics Suite,Software,20,1588,31760,31722,NA,Web,Agent_6,Won
D-300386,CL-6780,2024-02-12,SKU-201,POS Terminal,Hardware,25,605,15125,15173,EU,Web,Agent_9,Lost
D-300387,CL-4246,2024-05-15,SKU-101,CRM Pro,Software,23,290,6670,6664,NA,Web,Agent_5,Won
D-300388,CL-5826,2023-10-08,SKU-101,CRM Pro,Software,24,534,12816,12797,NA,Partner,Agent_2,Won
D-300389,CL-4606,2023-01-01,SKU-101,CRM Pro,Software,11,890,9790,9746,APAC,ColdCall,Agent_11,Closed
D-300390,CL-7509,2023-11-15,SKU-201,POS Terminal,Hardware,2,1487,2974,2960,APAC,Partner,Agent_5,Lost
D-300391,CL-7586,2023-05-15,SKU-201,POS Terminal,Hardware,10,1294,12940,12953,APAC,ColdCall,Agent_10,Closed
D-300392,CL-2303,2024-01-25,SKU-101,CRM Pro,Software,15,451,6765,6790,APAC,Web,Agent_11,Lost
D-300393,CL-2282,2024-09-17,SKU-101,CRM Pro,Software,16,445,7120,7091,EU,ColdCall,Agent_8,Closed
D-300394,CL-6728,2023-10-10,SKU-101,CRM Pro,Software,13,295,3835,3848,NA,ColdCall,Agent_2,Closed
D-300395,CL-2687,2023-12-29,SKU-201,POS Terminal,Hardware,13,1126,14638,14611,NA,ColdCall,Agent_6,Lost
D-300396,CL-2500,2023-08-15,SKU-201,POS Terminal,Hardware,15,1732,25980,25953,EU,ColdCall,Agent_8,Won
D-300397,CL-2803,2023-03-24,SKU-101,CRM Pro,Software,15,705,10575,10603,NA,Partner,Agent_6,Closed
D-300398,CL-2889,2023-07-29,SKU-101,CRM Pro,Software,20,1049,20980,20962,APAC,Partner,Agent_4,Won
D-300399,CL-3202,2023-04-06,SKU-102,Analytics Suite,Software,25,876,21900,21860,EU,Web,Agent_11,Closed
D-300400,CL-5070,2023-07-10,SKU-102,Analytics Suite,Software,25,1344,33600,33623,APAC,Web,Agent_5,Closed
D-300401,CL-3339,2024-10-28,SKU-102,Analytics Suite,Software,3,1260,3780,3819,EU,ColdCall,Agent_8,Closed
D-300402,CL-6423,2023-07-04,SKU-102,Analytics Suite,Software,11,1020,11220,11212,APAC,Web,Agent_4,Won
D-300403,CL-6698,2023-10-20,SKU-101,CRM Pro,Software,11,1172,12892,12854,NA,Web,Agent_4,Won
D-300404,CL-6347,2024-11-01,SKU-201,POS Terminal,Hardware,9,899,8091,8139,APAC,ColdCall,Agent_3,Lost
D-300405,CL-2330,2024-02-14,SKU-201,POS Terminal,Hardware,14,790,11060,11028,APAC,ColdCall,Agent_8,Closed
D-300406,CL-2227,2024-12-27,SKU-201,POS Terminal,Hardware,8,502,4016,4050,EU,ColdCall,Agent_4,Lost
D-300407,CL-3450,2024-01-22,SKU-102,Analytics Suite,Software,6,942,5652,5625,APAC,Web,Agent_6,Won
D-300408,CL-5254,2023-09-14,SKU-101,CRM Pro,Software,5,1226,6130,6115,APAC,Partner,Agent_6,Closed
D-300409,CL-5286,2023-04-03,SKU-101,CRM Pro,Software,12,445,5340,5387,EU,Web,Agent_1,Won
D-300410,CL-4946,2024-04-09,SKU-101,CRM Pro,Software,13,362,4706,4668,APAC,Partner,Agent_6,Won
D-300411,CL-6438,2023-08-16,SKU-101,CRM Pro,Software,21,1040,21840,21887,EU,Web,Agent_7,Lost
D-300412,CL-7485,2023-12-25,SKU-101,CRM Pro,Software,13,1540,20020,20047,EU,Partner,Agent_4,Won
D-300413,CL-7167,2024-08-28,SKU-101,CRM Pro,Software,23,1673,38479,38521,EU,Web,Agent_9,Won
D-300414,CL-5399,2023-02-25,SKU-102,Analytics Suite,Software,2,486,972,933,NA,ColdCall,Agent_6,Won
D-300415,CL-4381,2023-11-21,SKU-101,CRM Pro,Software,15,886,13290,13308,APAC,Partner,Agent_8,Lost
D-300416,CL-6802,2024-03-12,SKU-101,CRM Pro,Software,15,1632,24480,24440,APAC,Partner,Agent_11,Lost
D-300417,CL-7564,2023-11-12,SKU-201,POS Terminal,Hardware,9,1405,12645,12678,NA,Web,Agent_1,Won
D-300418,CL-4317,2023-10-21,SKU-102,Analytics Suite,Software,14,1441,20174,20199,NA,Web,Agent_7,Lost
D-300419,CL-4119,2024-12-02,SKU-201,POS Terminal,Hardware,1,1592,1592,1577,APAC,Partner,Agent_10,Won
D-300420,CL-4583,2023-01-08,SKU-101,CRM Pro,Software,22,148,3256,3224,NA,Web,Agent_4,Closed
D-300421,CL-4206,2023-10-10,SKU-102,Analytics Suite,Software,8,641,5128,5167,EU,Web,Agent_7,Won
D-300422,CL-7263,2024-11-26,SKU-201,POS Terminal,Hardware,22,783,17226,17248,APAC,Web,Agent_11,Closed
D-300423,CL-2618,2023-03-18,SKU-102,Analytics Suite,Software,11,1464,16104,16130,APAC,ColdCall,Agent_5,Won
D-300424,CL-5545,2024-09-04,SKU-101,CRM Pro,Software,13,547,7111,7133,NA,Partner,Agent_3,Closed
D-300425,CL-5020,2024-01-10,SKU-201,POS Terminal,Hardware,9,235,2115,2128,EU,Partner,Agent_10,Lost
D-300426,CL-4225,2024-09-27,SKU-101,CRM Pro,Software,6,528,3168,3184,APAC,Web,Agent_5,Lost
D-300427,CL-3421,2023-12-01,SKU-201,POS Terminal,Hardware,11,481,5291,5262,APAC,Partner,Agent_6,Lost
D-300428,CL-6945,2023-05-01,SKU-102,Analytics Suite,Software,17,309,5253,5249,EU,ColdCall,Agent_1,Won
D-300429,CL-3205,2024-06-29,SKU-102,Analytics Suite,Software,6,866,5196,5195,NA,ColdCall,Agent_6,Lost
D-300430,CL-6137,2024-12-15,SKU-101,CRM Pro,Software,20,1453,29060,29043,NA,ColdCall,Agent_6,Lost
D-300431,CL-7426,2023-01-30,SKU-102,Analytics Suite,Software,12,673,8076,8051,EU,Web,Agent_11,Won
D-300432,CL-6814,2024-07-25,SKU-201,POS Terminal,Hardware,3,1053,3159,3207,APAC,ColdCall,Agent_10,Closed
D-300433,CL-6063,2024-10-09,SKU-102,Analytics Suite,Software,12,1232,14784,14833,EU,ColdCall,Agent_4,Lost
D-300434,CL-5721,2023-04-30,SKU-101,CRM Pro,Software,23,1667,38341,38326,NA,Partner,Agent_3,Lost
D-300435,CL-4191,2023-04-16,SKU-101,CRM Pro,Software,1,1737,1737,1715,NA,Partner,Agent_1,Lost
D-300436,CL-5847,2023-01-04,SKU-201,POS Terminal,Hardware,19,526,9994,10024,APAC,Partner,Agent_3,Won
D-300437,CL-5088,2023-05-07,SKU-201,POS Terminal,Hardware,22,124,2728,2766,EU,Web,Agent_4,Lost
D-300438,CL-4650,2023-04-27,SKU-201,POS Terminal,Hardware,4,1118,4472,4521,NA,Partner,Agent_1,Won
D-300439,CL-3498,2023-05-23,SKU-101,CRM Pro,Software,4,1260,5040,5034,APAC,Partner,Agent_6,Closed
D-300440,CL-4503,2024-04-18,SKU-102,Analytics Suite,Software,8,1181,9448,9416,APAC,Web,Agent_5,Won
D-300441,CL-2611,2024-03-26,SKU-102,Analytics Suite,Software,21,1557,32697,32677,NA,ColdCall,Agent_10,Won
D-300442,CL-6012,2024-02-14,SKU-201,POS Terminal,Hardware,5,630,3150,3161,APAC,Partner,Agent_10,Closed
