order_id,order_date,customer_id,product_name,category,region,channel,units,revenue,stage
O-900305,2023-03-29,C-2593,Analytics Suite,Software,EU,OUTBOUND,1,490,Won
O-900306,2023-01-13,C-5167,CRM-Pro,Software,north america,inbound,5,7925,Won
O-900307,2023-05-05,C-4206,CRM Pro,Hard ware,APAC,Partner,14,11256,Won
O-900308,2024-02-15,C-2336,POS-Terminal,Software,Europe,Outbound,5,9585,Won
O-900309,2024-07-25,C-6702,AnalyticsSuite,Software,EU,Inbound,4,2292,Won
O-900310,2024-08-26,C-5505,POS-Terminal,Hard ware,EU,Inbound,15,4815,Won
O-900311,2023-06-17,C-5739,CRM Pro,software,europe,Outbound,6,10098,Won
O-900312,2023-09-08,C-6821,POS Terminal,Soft ware,Asia,Partner,15,21090,Won
O-900313,2023-07-03,C-2746,CRM Pro,Software,Europe,Outbound,11,7018,Won
O-900314,2023-05-25,C-1238,POS Terminal,Soft ware,EU,Partner,4,4160,Won
O-900315,2023-05-09,C-3058,CRM-Pro,Hard ware,Europe,In-bound,10,7640,Won
O-900316,2023-02-21,C-3448,CRM-Pro,Hardware,europe,out bound,6,10092,Won
O-900317,2023-09-19,C-6899,CRM Pro,Hardware,Asia,inbound,8,15960,Won
O-900318,2024-06-22,C-3975,POS-Terminal,hardware,North America,Inbound,12,20904,Won
O-900319,2024-08-21,C-1519,Analytics Suite,Hardware,Europe,inbound,15,24975,Won
O-900320,2023-04-04,C-3142,CRM-Pro,Hardware,asia,In-bound,6,5382,Won
O-900321,2024-02-16,C-2805,AnalyticsSuite,hardware,North-America,partner,6,10098,Won
O-900322,2024-09-17,C-3687,POS-Terminal,hardware,APAC,Inbound,14,4788,Won
O-900323,2023-12-22,C-1682,AnalyticsSuite,Soft ware,APAC,OUTBOUND,3,3693,Won
O-900324,2024-05-30,C-6589,CRM-Pro,software,NA,inbound,1,842,Won
O-900325,2023-01-30,C-3849,CRM-Pro,Hardware,Asia,partner,14,4928,Won
O-900326,2023-04-08,C-5320,CRM Pro,Hardware,EU,In-bound,1,776,Won
O-900327,2024-11-02,C-3305,AnalyticsSuite,Hardware,europe,Inbound,3,5916,Won
O-900328,2024-01-09,C-2406,POS-Terminal,Hard ware,europe,Outbound,2,1546,Won
O-900329,2023-04-23,C-1631,POS-Terminal,Soft ware,NA,Partner,13,7891,Won
O-900330,2024-12-28,C-2444,POS-Terminal,software,North America,out bound,2,3256,Won
O-900331,2023-03-16,C-5599,POS Terminal,Soft ware,NA,out bound,6,11466,Won
O-900332,2024-05-21,C-3707,AnalyticsSuite,Hard ware,Europe,Outbound,14,19026,Won
O-900333,2024-12-19,C-4722,POS Terminal,Soft ware,EU,OUTBOUND,7,10087,Won
O-900334,2024-05-07,C-4055,CRM-Pro,Hard ware,europe,Partner,10,12560,Won
O-900335,2023-09-16,C-1291,CRM-Pro,software,asia,partner,14,10234,Won
O-900336,2024-02-29,C-1129,POS-Terminal,hardware,EU,inbound,7,2296,Won
O-900337,2023-02-27,C-6081,Analytics Suite,Hardware,EU,Outbound,11,15433,Won
O-900338,2023-12-02,C-3573,POS-Terminal,Soft ware,N. America,out bound,1,1996,Won
O-900339,2023-06-29,C-1720,AnalyticsSuite,Software,North-America,inbound,10,12010,Won
O-900340,2024-08-16,C-4202,AnalyticsSuite,software,asia,In-bound,10,14200,Won
O-900341,2023-06-25,C-1507,Analytics Suite,Software,APAC,In-bound,11,14960,Won
O-900342,2023-08-15,C-3960,CRM Pro,Hard ware,North America,out bound,9,4023,Won
O-900343,2024-09-14,C-6613,Analytics Suite,Software,north america,Inbound,15,24195,Won
O-900344,2023-09-18,C-1515,AnalyticsSuite,Hard ware,Europe,out bound,8,8824,Won
O-900345,2023-06-04,C-3368,CRM Pro,Soft ware,Asia,OUTBOUND,9,5886,Won
O-900346,2024-05-08,C-6173,AnalyticsSuite,Hardware,North America,Inbound,1,977,Won
O-900347,2024-03-31,C-3104,CRM-Pro,Hard ware,europe,OUTBOUND,7,3612,Won
O-900348,2023-12-02,C-4341,CRM Pro,Soft ware,Europe,out bound,12,4980,Won
O-900349,2023-05-26,C-3486,CRM Pro,Hard ware,Europe,inbound,4,4352,Won
O-900350,2024-05-01,C-6070,POS Terminal,hardware,asia,OUTBOUND,9,5931,Won
O-900351,2024-06-13,C-6795,Analytics Suite,Software,N. America,partner,8,11384,Won
O-900352,2023-06-02,C-6927,POS Terminal,hardware,North America,Outbound,9,4662,Won
O-900353,2024-10-22,C-5606,CRM-Pro,Soft ware,asia,out bound,13,21515,Won
O-900354,2024-01-12,C-2469,CRM-Pro,hardware,NA,partner,12,17436,Won
O-900355,2024-10-05,C-2718,POS Terminal,hardware,europe,partner,5,3915,Won
O-900356,2024-09-25,C-2422,CRM-Pro,hardware,North-America,OUTBOUND,10,18770,Won
O-900357,2024-02-20,C-5897,CRM-Pro,hardware,N. America,Inbound,4,2852,Won
O-900358,2024-10-16,C-4560,CRM Pro,hardware,EU,Inbound,1,345,Won
O-900359,2024-11-08,C-5783,POS-Terminal,Soft ware,europe,Outbound,13,4433,Won
O-900360,2023-07-09,C-2940,POS-Terminal,Soft ware,Europe,Inbound,11,10549,Won
O-900361,2023-07-12,C-2924,CRM Pro,Hardware,EU,partner,3,1881,Won
O-900362,2024-05-07,C-1429,POS Terminal,Soft ware,europe,Partner,11,19283,Won
O-900363,2023-01-14,C-5754,CRM Pro,Soft ware,N. America,In-bound,3,2640,Won
O-900364,2024-06-26,C-6106,POS-Terminal,Soft ware,europe,Outbound,10,12030,Won
O-900365,2024-08-12,C-2648,AnalyticsSuite,Hard ware,north america,In-bound,5,3530,Won
O-900366,2024-07-14,C-5665,POS-Terminal,Hardware,APAC,Outbound,15,25785,Won
O-900367,2023-11-07,C-6296,CRM-Pro,software,asia,Partner,13,16471,Won
O-900368,2023-03-16,C-4685,Analytics Suite,Hardware,Europe,out bound,9,7965,Won
O-900369,2024-07-19,C-1410,CRM Pro,Hard ware,north america,OUTBOUND,12,4080,Won
O-900370,2024-07-20,C-6730,POS Terminal,software,Asia,out bound,4,2828,Won
O-900371,2023-04-23,C-6022,CRM Pro,software,NA,partner,8,10360,Won
O-900372,2023-03-22,C-2829,Analytics Suite,Soft ware,Asia,Outbound,10,16200,Won
O-900373,2023-08-27,C-5766,CRM-Pro,Soft ware,N. America,out bound,3,2217,Won
O-900374,2024-01-06,C-2964,AnalyticsSuite,hardware,APAC,Partner,13,21658,Won
O-900375,2023-02-20,C-6159,Analytics Suite,Soft ware,N. America,Outbound,8,10968,Won
O-900376,2024-12-13,C-1098,CRM Pro,hardware,EU,out bound,9,2772,Won
O-900377,2023-11-07,C-3278,POS Terminal,Software,europe,OUTBOUND,1,763,Won
O-900378,2023-04-23,C-4623,CRM-Pro,Hard ware,Europe,OUTBOUND,6,2142,Won
O-900379,2023-03-18,C-4650,AnalyticsSuite,Soft ware,N. America,Inbound,6,4848,Won
O-900380,2024-06-17,C-2922,CRM-Pro,Hardware,N. America,OUTBOUND,15,19665,Won
O-900381,2024-02-18,C-6066,Analytics Suite,Soft ware,europe,Outbound,6,9564,Won
O-900382,2024-09-20,C-6072,POS-Terminal,Hard ware,asia,partner,14,23100,Won
O-900383,2023-07-11,C-6244,POS Terminal,Hardware,North-America,Outbound,15,19320,Won
O-900384,2024-09-28,C-3253,CRM-Pro,Hard ware,APAC,Outbound,8,14992,Won
O-900385,2024-05-16,C-1606,AnalyticsSuite,hardware,APAC,OUTBOUND,8,2536,Won
O-900386,2024-02-13,C-3192,CRM-Pro,Hardware,europe,inbound,10,18860,Won
O-900387,2024-02-17,C-2446,POS-Terminal,hardware,EU,Outbound,6,8304,Won
O-900388,2024-10-17,C-2564,AnalyticsSuite,Software,north america,Partner,2,1762,Won
O-900389,2023-11-30,C-6690,POS Terminal,Soft ware,europe,out bound,13,14547,Won
O-900390,2024-10-26,C-3901,AnalyticsSuite,software,asia,Inbound,4,2072,Won
O-900391,2023-10-21,C-3734,Analytics Suite,hardware,NA,OUTBOUND,5,5080,Won
O-900392,2024-11-25,C-1247,CRM Pro,Software,EU,Partner,7,5628,Won
O-900393,2023-01-27,C-2087,POS-Terminal,hardware,Asia,In-bound,14,16366,Won
O-900394,2023-01-15,C-6885,CRM-Pro,Software,asia,inbound,15,16980,Won
O-900395,2024-01-25,C-4366,POS Terminal,software,EU,Inbound,9,3879,Won
O-900396,2024-10-12,C-4994,Analytics Suite,Software,EU,In-bound,7,13006,Won
O-900397,2023-08-11,C-6761,CRM Pro,Soft ware,N. America,inbound,13,13325,Won
O-900398,2023-12-30,C-4788,CRM-Pro,Software,EU,OUTBOUND,5,5430,Won
O-900399,2024-03-27,C-3637,POS-Terminal,Software,north america,OUTBOUND,4,6840,Won
O-900400,2024-10-17,C-5766,POS Terminal,hardware,north america,partner,8,6640,Won
O-900401,2023-06-22,C-2101,Analytics Suite,Hard ware,NA,out bound,13,22061,Won
O-900402,2024-07-03,C-6152,CRM-Pro,hardware,North-America,In-bound,2,1920,Won
O-900403,2024-02-07,C-4772,Analytics Suite,Hardware,N. America,out bound,9,16326,Won
O-900404,2023-04-19,C-1057,POS Terminal,Hardware,NA,inbound,7,13006,Won
O-900405,2024-09-13,C-5955,Analytics Suite,Software,Europe,inbound,1,709,Won
O-900406,2024-05-14,C-2071,CRM Pro,hardware,NA,OUTBOUND,5,9365,Won
O-900407,2023-01-11,C-6171,CRM Pro,Soft ware,N. America,OUTBOUND,5,9475,Won
O-900408,2024-08-12,C-4722,POS Terminal,hardware,APAC,partner,4,1404,Won
O-900409,2024-04-16,C-2384,AnalyticsSuite,Soft ware,N. America,out bound,9,5256,Won
O-900410,2023-03-10,C-4683,POS-Terminal,Hard ware,europe,inbound,5,9500,Won
O-900411,2024-08-19,C-1619,POS-Terminal,hardware,North America,Outbound,8,15032,Won
O-900412,2023-08-14,C-4014,Analytics Suite,Soft ware,APAC,Outbound,3,975,Won
O-900413,2023-02-26,C-5674,POS-Terminal,Software,NA,inbound,6,4782,Won
O-900414,2023-12-12,C-5179,POS Terminal,Hard ware,NA,In-bound,14,25634,Won
O-900415,2024-04-03,C-5788,POS Terminal,hardware,north america,out bound,5,4520,Won
O-900416,2023-09-12,C-5166,AnalyticsSuite,Soft ware,North America,Inbound,9,5985,Won
O-900417,2023-08-07,C-3412,POS-Terminal,Soft ware,europe,Inbound,5,1935,Won
O-900418,2024-08-25,C-5028,POS-Terminal,Software,North America,In-bound,2,1180,Won
O-900419,2024-08-22,C-5097,CRM-Pro,Hard ware,asia,Outbound,7,10668,Won
O-900420,2023-08-27,C-6677,CRM-Pro,Hard ware,north america,Inbound,1,1782,Won
O-900421,2024-08-15,C-4150,AnalyticsSuite,Soft ware,Europe,inbound,14,16408,Won
O-900422,2023-03-24,C-1565,CRM-Pro,Soft ware,Asia,Partner,4,4836,Won
O-900423,2023-10-02,C-5782,Analytics Suite,software,North-America,Partner,7,7035,Won
O-900424,2023-11-17,C-4008,POS Terminal,Hard ware,north america,Partner,3,2169,Won
O-900425,2024-09-03,C-5490,CRM-Pro,software,EU,inbound,5,6060,Won
O-900426,2024-04-21,C-3536,POS Terminal,Hardware,North-America,Partner,10,18400,Won
O-900427,2024-09-24,C-1917,AnalyticsSuite,Software,North-America,OUTBOUND,13,23946,Won
O-900428,2023-08-17,C-6947,POS Terminal,hardware,europe,Partner,15,12090,Won
O-900429,2023-03-17,C-5291,POS-Terminal,Hardware,Europe,Inbound,13,17329,Won
O-900430,2024-03-21,C-2131,POS-Terminal,Hardware,North America,Inbound,13,9581,Won
O-900431,2024-01-27,C-5846,POS Terminal,software,asia,OUTBOUND,5,6665,Won
O-900432,2024-03-25,C-5377,POS-Terminal,Hard ware,europe,Inbound,14,5558,Won
O-900433,2024-04-25,C-5598,CRM Pro,software,north america,OUTBOUND,2,2556,Won
O-900434,2024-12-09,C-4990,POS-Terminal,Soft ware,asia,partner,1,1013,Won
O-900435,2023-07-12,C-1506,CRM-Pro,Soft ware,europe,Outbound,1,1829,Won
O-900436,2024-08-31,C-5319,POS-Terminal,Hard ware,Europe,In-bound,14,13314,Won
O-900437,2024-12-23,C-5766,AnalyticsSuite,Soft ware,Europe,Outbound,3,3705,Won
O-900438,2024-06-20,C-4703,POS Terminal,software,N. America,OUTBOUND,15,24435,Won
O-900439,2023-11-14,C-4357,CRM-Pro,Software,EU,partner,9,11160,Won
O-900440,2024-08-27,C-4841,POS Terminal,Hardware,APAC,out bound,13,21866,Won
O-900441,2024-02-19,C-2369,Analytics Suite,hardware,NA,inbound,15,4980,Won
O-900442,2023-07-17,C-1550,CRM-Pro,software,EU,OUTBOUND,14,21042,Won
O-900443,2024-02-20,C-3037,POS-Terminal,Software,europe,Outbound,9,4455,Won
O-900444,2023-12-16,C-3432,Analytics Suite,hardware,north america,OUTBOUND,13,19617,Won
O-900445,2024-06-04,C-1023,Analytics Suite,Hardware,asia,inbound,11,16775,Won
O-900446,2023-07-05,C-4770,Analytics Suite,Software,EU,out bound,12,20184,Won
O-900447,2024-11-04,C-3742,POS-Terminal,Hard ware,Europe,OUTBOUND,5,1535,Won
O-900448,2024-05-31,C-5637,AnalyticsSuite,Hardware,Asia,Outbound,15,10260,Won
O-900449,2024-02-06,C-5600,POS Terminal,Hard ware,North-America,Partner,9,11736,Won
O-900450,2023-10-08,C-1468,CRM Pro,Hard ware,NA,Inbound,14,27986,Won
O-900451,2023-12-19,C-6756,AnalyticsSuite,hardware,EU,Inbound,2,1690,Won
O-900452,2023-07-06,C-1696,Analytics Suite,Hardware,EU,In-bound,6,3906,Won
O-900453,2024-12-20,C-3186,AnalyticsSuite,Soft ware,north america,out bound,8,8016,Won
O-900454,2024-03-30,C-3159,AnalyticsSuite,Hardware,NA,inbound,3,4053,Won
O-900455,2024-09-21,C-1014,Analytics Suite,Soft ware,europe,Outbound,14,4452,Won
O-900456,2024-08-05,C-2992,POS Terminal,software,EU,In-bound,5,2215,Won
O-900457,2023-11-30,C-4920,POS-Terminal,hardware,North America,out bound,11,11572,Won
O-900458,2024-07-24,C-6283,POS Terminal,Hard ware,APAC,In-bound,9,6462,Won
O-900459,2024-06-01,C-1668,POS Terminal,Software,north america,Partner,11,8492,Won
O-900460,2023-09-11,C-5218,CRM Pro,software,North America,OUTBOUND,2,2054,Won
O-900461,2023-02-26,C-1146,POS-Terminal,hardware,North America,OUTBOUND,3,1896,Won
O-900462,2023-10-19,C-2553,AnalyticsSuite,Hardware,APAC,OUTBOUND,11,19239,Won
O-900463,2023-11-12,C-6655,AnalyticsSuite,Hardware,EU,partner,12,6120,Won
O-900464,2024-12-01,C-4864,CRM Pro,Hard ware,EU,OUTBOUND,5,4285,Won
O-900465,2024-05-18,C-6066,CRM-Pro,hardware,North-America,out bound,11,20152,Won
O-900466,2024-02-20,C-5279,POS-Terminal,Soft ware,Europe,In-bound,3,5472,Won
O-900467,2024-04-15,C-4152,POS Terminal,Hardware,Europe,partner,8,10024,Won
O-900468,2023-05-20,C-4050,Analytics Suite,software,Asia,In-bound,14,4410,Won
O-900469,2024-08-26,C-3734,POS-Terminal,Soft ware,EU,out bound,13,22841,Won
O-900470,2024-04-15,C-6179,Analytics Suite,Software,north america,partner,7,6251,Won
O-900471,2024-10-30,C-1520,Analytics Suite,software,europe,Inbound,14,16464,Won
O-900472,2024-01-18,C-5659,AnalyticsSuite,Soft ware,N. America,OUTBOUND,2,1424,Won
O-900473,2024-08-27,C-4412,Analytics Suite,hardware,APAC,Outbound,14,23814,Won
O-900474,2024-10-06,C-5467,AnalyticsSuite,software,NA,In-bound,9,13815,Won
O-900475,2023-07-09,C-1028,CRM Pro,Hardware,NA,out bound,4,1580,Won
O-900476,2024-06-30,C-6571,CRM-Pro,Hard ware,N. America,Partner,10,15590,Won
O-900477,2024-10-31,C-5383,CRM Pro,software,North America,inbound,2,3388,Won
O-900478,2023-07-16,C-4610,AnalyticsSuite,hardware,Europe,Outbound,9,2700,Won
O-900479,2024-02-10,C-2253,POS-Terminal,Hard ware,North America,Inbound,7,6097,Won
O-900480,2024-02-29,C-6395,Analytics Suite,hardware,europe,Outbound,4,5732,Won
O-900481,2023-02-23,C-2043,AnalyticsSuite,hardware,NA,Inbound,7,12957,Won
O-900482,2024-04-10,C-6609,POS-Terminal,Software,Asia,inbound,4,2416,Won
O-900483,2024-04-25,C-5529,CRM-Pro,hardware,NA,Inbound,2,2154,Won
O-900484,2023-04-11,C-3978,Analytics Suite,Software,asia,inbound,2,3888,Won
O-900485,2023-07-23,C-5259,AnalyticsSuite,Hard ware,North America,partner,2,2398,Won
O-900486,2023-06-08,C-1136,POS Terminal,hardware,Europe,Inbound,10,10980,Won
O-900487,2023-10-25,C-1456,CRM Pro,Hardware,north america,OUTBOUND,12,16212,Won
O-900488,2023-11-12,C-4985,POS-Terminal,Hard ware,APAC,In-bound,7,5355,Won
O-900489,2024-07-11,C-3562,POS Terminal,software,N. America,Outbound,9,9594,Won
O-900490,2024-06-04,C-2939,Analytics Suite,Software,APAC,Outbound,13,9412,Won
O-900491,2023-01-12,C-2382,POS Terminal,hardware,europe,In-bound,7,9905,Won
O-900492,2024-01-22,C-5705,POS Terminal,Soft ware,N. America,OUTBOUND,10,8280,Won
O-900493,2023-08-04,C-2934,CRM-Pro,Software,europe,In-bound,12,11508,Won
O-900494,2023-10-08,C-3553,AnalyticsSuite,Hardware,N. America,In-bound,14,8736,Won
O-900495,2023-07-16,C-5264,AnalyticsSuite,Hardware,North America,Inbound,3,1317,Won
O-900496,2023-07-31,C-6495,POS-Terminal,hardware,asia,Outbound,9,8892,Won
O-900497,2024-02-26,C-1520,CRM Pro,Hard ware,NA,OUTBOUND,6,4644,Won
O-900498,2024-04-13,C-5932,CRM Pro,hardware,EU,Inbound,11,8569,Won
O-900499,2024-04-28,C-3797,POS Terminal,Soft ware,North America,Outbound,6,6072,Won
O-900500,2023-01-01,C-3071,Analytics Suite,hardware,North-America,OUTBOUND,2,2224,Won
O-900501,2024-12-13,C-4003,CRM Pro,Hard ware,EU,out bound,15,8655,Won
O-900502,2024-04-20,C-5167,POS Terminal,Hardware,EU,out bound,6,6336,Won
O-900503,2023-10-14,C-6192,POS Terminal,Hardware,EU,Inbound,10,17190,Won
O-900504,2023-10-05,C-6305,Analytics Suite,hardware,north america,Partner,3,5976,Won
O-900505,2024-03-25,C-6091,CRM Pro,software,Europe,partner,14,19040,Won
O-900506,2023-07-31,C-3184,POS-Terminal,Hardware,europe,OUTBOUND,6,8232,Won
O-900507,2024-02-20,C-5738,AnalyticsSuite,Hardware,north america,Outbound,13,19201,Won
O-900508,2024-06-22,C-2368,POS-Terminal,Hard ware,north america,out bound,9,8289,Won
O-900509,2023-07-14,C-4536,POS-Terminal,Soft ware,N. America,Outbound,11,3850,Won
O-900510,2024-08-18,C-1067,POS Terminal,Soft ware,europe,Partner,9,12537,Won
O-900511,2023-01-13,C-5538,CRM Pro,Soft ware,Asia,inbound,9,4446,Won
O-900512,2024-07-15,C-2229,POS Terminal,Hard ware,North America,partner,11,9405,Won
O-900513,2024-08-02,C-3765,CRM-Pro,Software,europe,out bound,5,4845,Won
O-900514,2024-04-08,C-3620,POS-Terminal,Software,NA,In-bound,9,11736,Won
O-900515,2024-05-16,C-6947,AnalyticsSuite,Hardware,APAC,In-bound,14,11074,Won
O-900516,2023-12-29,C-3381,Analytics Suite,software,north america,Partner,1,1281,Won
O-900517,2023-08-26,C-5079,POS Terminal,Software,N. America,Outbound,6,9984,Won
O-900518,2023-03-12,C-2285,AnalyticsSuite,Hard ware,North America,Inbound,7,5978,Won
O-900519,2024-05-08,C-3950,POS-Terminal,Hardware,europe,Outbound,14,4536,Won
O-900520,2024-10-24,C-2613,POS Terminal,software,NA,out bound,10,9010,Won
O-900521,2024-06-28,C-6352,Analytics Suite,software,Asia,out bound,9,6498,Won
O-900522,2024-04-23,C-3121,Analytics Suite,software,europe,Inbound,1,1401,Won
O-900523,2023-02-07,C-2322,POS-Terminal,Hardware,APAC,partner,11,21637,Won
O-900524,2023-06-17,C-6662,AnalyticsSuite,hardware,North-America,out bound,4,2184,Won
O-900525,2023-09-13,C-3723,POS Terminal,Soft ware,asia,Inbound,4,7468,Won
O-900526,2023-09-23,C-5599,Analytics Suite,hardware,APAC,Inbound,11,11528,Won
O-900527,2024-02-19,C-6103,AnalyticsSuite,Soft ware,europe,In-bound,5,8210,Won
O-900528,2023-11-16,C-5167,CRM Pro,software,asia,out bound,4,7276,Won
O-900529,2024-09-30,C-6805,POS Terminal,Software,N. America,out bound,10,11420,Won
O-900530,2023-01-09,C-5371,CRM-Pro,Hardware,Asia,In-bound,4,7156,Won
O-900531,2023-09-12,C-4811,POS-Terminal,Software,Asia,inbound,10,15160,Won
O-900532,2024-12-24,C-6376,AnalyticsSuite,hardware,asia,Partner,15,25515,Won
O-900533,2023-08-15,C-3192,AnalyticsSuite,Software,EU,partner,7,5747,Won
O-900534,2024-01-08,C-4170,POS Terminal,Hardware,north america,Inbound,4,7100,Won
O-900535,2024-07-09,C-6396,CRM-Pro,Hard ware,North-America,inbound,10,3150,Won
O-900536,2024-11-02,C-5051,POS Terminal,software,asia,Outbound,9,17622,Won
O-900537,2023-07-25,C-2897,CRM-Pro,Hard ware,EU,inbound,11,14443,Won
O-900538,2024-08-19,C-6296,AnalyticsSuite,Soft ware,North America,Outbound,14,21322,Won
O-900539,2024-06-12,C-5309,CRM Pro,Hard ware,asia,In-bound,6,11394,Won
O-900540,2023-08-15,C-5551,POS-Terminal,Software,Asia,OUTBOUND,7,11256,Won
O-900541,2023-06-24,C-5450,CRM Pro,hardware,asia,out bound,14,18004,Won
O-900542,2023-07-04,C-5648,AnalyticsSuite,hardware,Asia,OUTBOUND,5,5625,Won
O-900543,2023-06-27,C-5176,CRM-Pro,Software,north america,out bound,15,10350,Won
O-900544,2023-03-20,C-3662,POS Terminal,Hardware,NA,Partner,8,2648,Won
O-900545,2024-12-02,C-2801,AnalyticsSuite,Hard ware,North-America,inbound,8,15000,Won
O-900546,2024-04-28,C-1055,Analytics Suite,Hardware,europe,out bound,1,1316,Won
O-900547,2024-08-18,C-1596,POS-Terminal,Soft ware,APAC,inbound,4,7452,Won
O-900548,2023-02-12,C-6112,POS-Terminal,Hardware,NA,In-bound,7,4025,Won
O-900549,2024-03-27,C-5588,POS Terminal,Hard ware,EU,In-bound,6,9042,Won
O-900550,2023-08-05,C-3361,Analytics Suite,software,EU,out bound,4,4600,Won
O-900551,2024-10-19,C-6017,AnalyticsSuite,hardware,asia,In-bound,5,3985,Won
O-900552,2023-03-06,C-4021,POS Terminal,software,north america,OUTBOUND,2,1132,Won
O-900553,2023-12-30,C-3590,Analytics Suite,Soft ware,North America,Partner,3,4437,Won
O-900554,2023-12-17,C-1541,CRM-Pro,software,asia,inbound,11,5588,Won
O-900555,2024-02-10,C-1386,POS-Terminal,Hardware,N. America,Partner,6,2520,Won
O-900556,2023-10-05,C-1015,Analytics Suite,software,Europe,out bound,1,1651,Won
O-900557,2024-04-28,C-4590,Analytics Suite,Hard ware,NA,Inbound,5,2375,Won
O-900558,2023-01-11,C-5920,CRM Pro,Hard ware,APAC,Partner,1,1092,Won
O-900559,2024-12-26,C-6181,CRM-Pro,Soft ware,north america,out bound,11,12749,Won
O-900560,2024-06-09,C-5300,AnalyticsSuite,Software,EU,In-bound,1,790,Won
O-900561,2023-04-17,C-1016,AnalyticsSuite,software,North-America,Partner,8,7416,Won
O-900562,2024-05-22,C-6097,POS-Terminal,Hard ware,europe,Outbound,5,5225,Won
O-900563,2024-08-13,C-4529,POS-Terminal,Hard ware,APAC,Inbound,8,8792,Won
O-900564,2024-12-15,C-2089,POS-Terminal,Hard ware,EU,Partner,6,6006,Won
O-900565,2024-08-06,C-4634,CRM-Pro,hardware,EU,Outbound,15,25875,Won
O-900566,2024-04-30,C-6413,CRM-Pro,Hard ware,europe,Outbound,13,21814,Won
O-900567,2023-03-20,C-4227,AnalyticsSuite,software,NA,Partner,4,2460,Won
O-900568,2024-11-13,C-1427,POS-Terminal,Hardware,north america,inbound,4,1364,Won
O-900569,2023-01-25,C-5897,POS Terminal,Hardware,Europe,OUTBOUND,15,21990,Won
O-900570,2024-05-01,C-6286,POS Terminal,software,Asia,Partner,6,5298,Won
O-900571,2023-09-10,C-3452,Analytics Suite,software,Europe,out bound,14,16814,Won
O-900572,2023-03-11,C-4064,CRM Pro,hardware,EU,out bound,8,12032,Won
O-900573,2024-03-14,C-5420,CRM-Pro,software,North-America,out bound,7,9842,Won
O-900574,2023-04-30,C-3935,POS-Terminal,Software,N. America,In-bound,10,4430,Won
O-900575,2023-04-11,C-1792,CRM-Pro,Software,asia,Partner,5,2165,Won
O-900576,2023-01-16,C-1314,CRM-Pro,software,N. America,Partner,15,17535,Won
O-900577,2024-04-08,C-5304,CRM-Pro,Soft ware,north america,In-bound,13,15951,Won
O-900578,2023-02-07,C-3436,AnalyticsSuite,software,North America,OUTBOUND,3,4674,Won
O-900579,2023-04-17,C-4507,POS Terminal,software,North-America,out bound,10,18480,Won
O-900580,2023-02-06,C-2331,POS-Terminal,Hard ware,Europe,Inbound,3,5178,Won
O-900581,2024-03-01,C-4159,CRM-Pro,Soft ware,asia,Partner,4,6548,Won
O-900582,2024-05-23,C-3845,CRM Pro,hardware,Europe,Partner,8,2768,Won
O-900583,2023-04-10,C-4300,AnalyticsSuite,Hard ware,NA,out bound,5,6675,Won
O-900584,2024-03-23,C-5502,AnalyticsSuite,Software,asia,inbound,13,7189,Won
O-900585,2023-01-08,C-5731,AnalyticsSuite,Hardware,europe,OUTBOUND,11,20713,Won
