order_id,order_date,lead_date,close_date,product,region,revenue,units,stage
O-401238,2024/09/11,08-14-2024,2024/09/27,Analytics Suite,Asia,16336,13,Qualified
O-401239,Dec 2024,2024-11,2024-12-26,CRM Pro,Europe,5093,5,Qualified
O-401240,27/03/2023,05/03/2023,2023-03,Analytics Suite,Europe,5511,8,Qualified
O-401241,06-24-2024,2024-05,2024-07,Analytics Suite,Asia,12980,6,Won
O-401242,2023-01-07,12-17-2022,2023-01-10,Sales Booster,North America,4429,11,Won
O-401243,2024-01-13,Dec 2023,16/01/2024,Sales Booster,North America,12551,7,Qualified
O-401244,2023-07,20/06/2023,07-31-2023,CRM Pro,Asia,7650,15,Lost
O-401245,Sep 2024,01/09/2024,Sep 2024,CRM Pro,North America,2386,4,Qualified
O-401246,32/13/2024,2023-04,2023-05-19,Sales Booster,Europe,6004,12,Lost
O-401247,May 2024,2024/04/29,05-23-2024,Analytics Suite,Asia,18610,2,Qualified
O-401248,28/03/2024,2024/03/23,2024/04/09,CRM Pro,Europe,16656,3,Won
O-401249,2024/06/05,May 2024,Jun 2024,Analytics Suite,Asia,9272,6,Qualified
O-401250,Jun 2024,2024/05/29,2024/06/23,Sales Booster,Europe,12161,13,Won
O-401251,2024/12/31,2024-12-19,2025-01-01,Sales Booster,North America,17044,5,Won
O-401252,2023/01/10,18/12/2022,2023/01/26,Analytics Suite,Asia,837,9,Lost
O-401253,Oct 2024,2024/10/06,Oct 2024,Sales Booster,North America,18242,4,Qualified
O-401254,2024-11,2024-11-02,2024-12-07,Sales Booster,North America,15503,8,Won
O-401255,2023/04/11,2023/03/13,Apr 2023,CRM Pro,Asia,3667,6,Qualified
O-401256,Jan 2023,Dec 2022,2023-01,CRM Pro,Asia,6574,13,Won
O-401257,2023-11,10-09-2023,2023-11-12,Analytics Suite,Europe,3830,8,Qualified
O-401258,2023-08-21,2023/07/27,Aug 2023,Analytics Suite,Europe,11724,6,Won
O-401259,11/05/2023,2023-04,05-30-2023,Sales Booster,Europe,3530,12,Lost
O-401260,Sep 2023,2023/09/14,09-23-2023,Sales Booster,Europe,18942,14,Won
O-401261,07-15-2024,2024-06,Jul 2024,Analytics Suite,North America,11285,7,Qualified
O-401262,2023/02/07,2023-01-08,2023-02-27,CRM Pro,Europe,1081,10,Qualified
O-401263,07/03/2024,10/02/2024,2024/03/19,CRM Pro,North America,17595,11,Lost
O-401264,2024-07-14,06-26-2024,24/07/2024,Analytics Suite,Asia,6023,9,Qualified
O-401265,2024-09-18,2024-08-30,08/10/2024,Sales Booster,Europe,11043,11,Won
O-401266,12-29-2024,12-08-2024,2025-01,CRM Pro,Asia,13646,3,Lost
O-401267,10-15-2023,2023/09/26,27/10/2023,Sales Booster,North America,6695,8,Lost
O-401268,2024-09,2024/09/11,Oct 2024,Sales Booster,Europe,16139,1,Lost
O-401269,2024-08,2024-07,2024-09-07,Analytics Suite,North America,7410,7,Won
O-401270,11-10-2023,10-22-2023,Nov 2023,CRM Pro,North America,17084,5,Lost
O-401271,Feb 2024,01-28-2024,2024-02-21,CRM Pro,Asia,2706,12,Qualified
O-401272,Aug 2024,06/08/2024,Sep 2024,Sales Booster,Asia,15849,4,Won
O-401273,11-27-2024,2024-10-29,29/11/2024,Sales Booster,North America,14507,2,Qualified
O-401274,2023/09/28,2023/09/16,2023-09,Sales Booster,Asia,3879,6,Qualified
O-401275,2023-12-28,2023-12-02,2024-01,Analytics Suite,Asia,3655,6,Qualified
O-401276,Feb 2023,01-10-2023,09/02/2023,Analytics Suite,Europe,5657,12,Lost
O-401277,04-12-2023,Mar 2023,2023/04/13,Analytics Suite,North America,19073,3,Qualified
O-401278,Aug 2024,07-29-2024,2024-09-13,CRM Pro,Europe,18138,2,Won
O-401279,01/06/2023,2023-05,Jun 2023,Sales Booster,North America,19647,8,Won
O-401280,Jun 2024,2024/05/24,2024-06-26,CRM Pro,Asia,8823,15,Qualified
O-401281,2023-07,Jun 2023,17/07/2023,Analytics Suite,North America,8415,9,Lost
O-401282,2023-02-13,2023-01-19,Feb 2023,CRM Pro,Europe,5154,10,Qualified
O-401283,2023/03/18,03-02-2023,Mar 2023,Sales Booster,Asia,17467,11,Won
O-401284,Dec 2023,2023-11-26,Dec 2023,Sales Booster,North America,6999,6,Lost
O-401285,Jan 2023,12-27-2022,01-14-2023,Analytics Suite,North America,8407,7,Qualified
O-401286,2023-08-12,07-15-2023,2023-08-19,Analytics Suite,North America,12386,4,Lost
O-401287,32/13/2024,08/09/2023,Oct 2023,Sales Booster,North America,18369,2,Qualified
O-401288,04/05/2023,2023-04-22,21/05/2023,Sales Booster,Asia,7469,11,Qualified
O-401289,Jul 2024,2024-06,Jul 2024,Sales Booster,Asia,13888,2,Qualified
O-401290,2024-08-16,2024/07/22,2024-08,Analytics Suite,North America,13166,12,Qualified
O-401291,Aug 2024,07-28-2024,2024-09-08,CRM Pro,North America,5078,2,Qualified
O-401292,Sep 2023,2023/08/20,2023-09,CRM Pro,Asia,8388,2,Lost
O-401293,11-24-2024,2024-10-30,11-27-2024,CRM Pro,Asia,2017,13,Lost
O-401294,32/13/2024,2023-08-15,2023/09/10,Analytics Suite,North America,2661,9,Won
O-401295,2023-06-03,05/05/2023,21/06/2023,Sales Booster,Europe,9968,7,Won
O-401296,01-26-2023,01/01/2023,Feb 2023,CRM Pro,North America,967,10,Lost
O-401297,2024-10,07/09/2024,05/10/2024,Analytics Suite,Europe,6422,15,Qualified
O-401298,2024-11,2024-11-12,14/12/2024,Sales Booster,North America,7112,15,Lost
O-401299,05-26-2024,2024/05/08,06/06/2024,Analytics Suite,Asia,16872,12,Lost
O-401300,2024-07-15,2024/07/04,08-03-2024,Sales Booster,Asia,1169,2,Qualified
O-401301,30/06/2024,2024-06,2024-07-16,Analytics Suite,North America,15455,11,Lost
O-401302,06-17-2023,06/06/2023,Jun 2023,CRM Pro,North America,8316,13,Qualified
O-401303,Mar 2023,Mar 2023,04-06-2023,Sales Booster,North America,11115,8,Lost
O-401304,Apr 2024,2024/04/05,2024/05/01,Sales Booster,North America,7607,11,Lost
O-401305,08-30-2024,2024/08/14,09-08-2024,CRM Pro,Asia,16384,8,Won
O-401306,10/08/2024,2024/08/05,2024-08-27,CRM Pro,North America,6094,8,Lost
O-401307,2023-01,08/01/2023,2023-02-06,Analytics Suite,North America,12260,8,Won
O-401308,2023-10,Sep 2023,2023-10-24,Sales Booster,Europe,5237,9,Qualified
O-401309,2023/09/01,2023-08-05,2023-09,Sales Booster,Asia,2994,15,Won
O-401310,2023/06/19,2023-06-09,07-06-2023,Sales Booster,Asia,2879,7,Won
O-401311,2024-03-28,2024-03-12,2024/03/31,CRM Pro,Europe,732,1,Lost
O-401312,May 2023,2023-05-01,05-24-2023,CRM Pro,Asia,11071,11,Lost
O-401313,2024-12,2024/11/12,2024-12-15,CRM Pro,North America,19073,13,Qualified
O-401314,2023-03-30,2023/03/24,2023-04,Sales Booster,North America,13400,4,Qualified
O-401315,2023/06/05,2023-05,Jun 2023,Sales Booster,North America,7483,8,Qualified
O-401316,06-28-2024,2024-06,2024/07/03,Sales Booster,North America,10390,10,Qualified
O-401317,19/07/2023,2023-06-22,02/08/2023,CRM Pro,North America,16295,8,Lost
O-401318,10-21-2024,Oct 2024,2024-10,CRM Pro,North America,9918,7,Lost
O-401319,2023-05,02/05/2023,2023/05/26,Analytics Suite,Europe,583,15,Qualified
O-401320,2024/04/05,10/03/2024,2024-04-24,Analytics Suite,Europe,4377,9,Won
O-401321,2023-10,02/10/2023,2023-11,Analytics Suite,North America,5186,4,Lost
O-401322,2023-02,02-18-2023,03-02-2023,Sales Booster,Asia,9717,15,Won
O-401323,06-22-2024,May 2024,Jul 2024,CRM Pro,Europe,12606,2,Won
O-401324,2024/01/15,10/01/2024,2024/01/31,CRM Pro,North America,9257,14,Qualified
O-401325,Apr 2024,03-17-2024,04-23-2024,Sales Booster,Europe,1402,12,Qualified
O-401326,2023-06-14,2023-05-22,2023-06-29,Analytics Suite,Europe,19385,5,Won
O-401327,26/01/2024,13/01/2024,01/02/2024,CRM Pro,Europe,7436,15,Lost
O-401328,2024/09/15,27/08/2024,2024/09/21,Sales Booster,Asia,11265,9,Won
O-401329,12-13-2024,2024-11-17,2024-12-20,CRM Pro,Europe,10070,1,Qualified
O-401330,2024-12-01,2024-11,13/12/2024,Analytics Suite,Europe,12737,6,Lost
O-401331,Mar 2023,03-08-2023,2023/03/28,Sales Booster,Europe,16046,10,Won
O-401332,20/07/2024,2024-07-06,2024-07,CRM Pro,Europe,4072,7,Qualified
O-401333,Sep 2023,22/08/2023,2023-09-14,CRM Pro,Asia,17198,8,Qualified
O-401334,Apr 2024,03-14-2024,18/04/2024,Analytics Suite,Asia,11350,9,Won
O-401335,Jan 2024,01-03-2024,01-23-2024,CRM Pro,North America,8054,4,Lost
O-401336,2024-07-02,Jun 2024,2024/07/11,Analytics Suite,Asia,2278,15,Lost
O-401337,02-12-2023,01-17-2023,2023-02-28,CRM Pro,Asia,4300,3,Qualified
O-401338,01-22-2023,25/12/2022,Jan 2023,CRM Pro,Europe,15476,2,Won
O-401339,05-22-2023,2023/05/16,2023-05,Sales Booster,Europe,14042,6,Lost
O-401340,2023/11/27,2023-11,09/12/2023,Analytics Suite,North America,9587,7,Won
O-401341,10-10-2023,09-14-2023,2023-10,Analytics Suite,Europe,11424,12,Lost
O-401342,2023-09,Sep 2023,27/09/2023,Sales Booster,Europe,17547,2,Qualified
O-401343,Mar 2023,2023/03/20,03-30-2023,Sales Booster,North America,19706,10,Qualified
O-401344,11/07/2024,18/06/2024,07-23-2024,CRM Pro,North America,5912,8,Lost
O-401345,02-10-2024,2024-01-23,2024-02-13,Analytics Suite,North America,10565,4,Lost
O-401346,09-02-2024,Aug 2024,2024-09-06,CRM Pro,Asia,1766,14,Lost
O-401347,2024-03,2024/03/10,2024/03/22,CRM Pro,North America,3678,9,Lost
O-401348,08-02-2023,2023-07,2023-08-21,Analytics Suite,Asia,9922,12,Lost
O-401349,24/10/2024,2024/09/30,25/10/2024,CRM Pro,Asia,19065,5,Lost
O-401350,25/05/2024,2024/05/17,2024/06/07,Sales Booster,North America,18884,4,Won
O-401351,Oct 2023,2023-09-25,04/11/2023,Sales Booster,North America,12746,14,Lost
O-401352,2023-03-14,02-13-2023,16/03/2023,Sales Booster,North America,8902,12,Won
O-401353,2024-06-22,2024/06/01,2024-07-11,Analytics Suite,Europe,3027,15,Won
O-401354,32/13/2024,06-29-2023,2023/07/22,Sales Booster,North America,8169,10,Lost
O-401355,May 2023,2023-04-23,2023-05,Analytics Suite,Europe,794,1,Lost
O-401356,2024-07,2024-06-16,2024/07/14,Sales Booster,Europe,15880,4,Won
O-401357,2023-07-15,2023-06-29,07-28-2023,Analytics Suite,North America,8193,2,Qualified
O-401358,2023/07/19,2023-07-04,2023/07/31,Sales Booster,Europe,6652,2,Won
O-401359,Apr 2023,Mar 2023,2023-04,Analytics Suite,Europe,11385,12,Won
O-401360,Aug 2023,02/08/2023,14/09/2023,Analytics Suite,Europe,1960,3,Qualified
O-401361,2023-09,2023/09/22,Oct 2023,Sales Booster,North America,549,1,Won
O-401362,2024-03,2024/02/27,2024/04/01,CRM Pro,North America,8924,15,Qualified
O-401363,2023/06/18,Jun 2023,08/07/2023,Sales Booster,North America,18753,3,Lost
O-401364,2024-01,2024/01/03,2024-02,Analytics Suite,North America,12925,10,Qualified
O-401365,2023-01-29,31/12/2022,02-14-2023,CRM Pro,North America,11089,14,Won
O-401366,22/12/2023,12-05-2023,2024/01/02,Analytics Suite,Europe,3221,14,Qualified
O-401367,Feb 2024,Feb 2024,03-17-2024,CRM Pro,North America,10604,6,Qualified
O-401368,14/05/2024,2024-05-09,28/05/2024,CRM Pro,Asia,6524,5,Lost
O-401369,Aug 2023,2023-08,Sep 2023,Analytics Suite,Europe,7421,15,Qualified
O-401370,12/11/2023,2023-10,2023/11/17,Analytics Suite,North America,12452,2,Won
O-401371,2023-11-17,2023-11,2023-12-01,CRM Pro,North America,5111,12,Qualified
O-401372,Dec 2023,Nov 2023,Dec 2023,Analytics Suite,Europe,15108,12,Qualified
O-401373,Sep 2024,29/08/2024,10-15-2024,Sales Booster,Europe,10614,5,Qualified
O-401374,2023/01/03,16/12/2022,2023/01/10,CRM Pro,North America,6122,11,Qualified
O-401375,2023/03/27,2023-03-20,2023-03,Analytics Suite,Asia,9048,14,Won
O-401376,2023-09,08-26-2023,2023-09,Sales Booster,Asia,18335,2,Qualified
O-401377,2023/01/02,Dec 2022,Jan 2023,CRM Pro,North America,6196,15,Lost
O-401378,Jan 2024,2024-01,2024/02/18,CRM Pro,Asia,10518,1,Won
O-401379,2024-01-18,2024-01,2024/01/30,Sales Booster,North America,2727,3,Lost
O-401380,01-30-2024,01-24-2024,14/02/2024,CRM Pro,Europe,5812,9,Lost
O-401381,Jun 2024,2024/05/20,2024-06-16,CRM Pro,Asia,3837,13,Lost
O-401382,Jun 2024,Jun 2024,2024/07/16,CRM Pro,Asia,9582,8,Lost
O-401383,2024/10/11,09-28-2024,2024-10,CRM Pro,North America,2367,14,Qualified
O-401384,Apr 2023,04-08-2023,May 2023,CRM Pro,Europe,9948,13,Won
O-401385,2024-10-28,2024/10/06,11-11-2024,CRM Pro,North America,15492,14,Lost
O-401386,11-21-2024,2024-11-07,2024-12-03,Sales Booster,North America,14597,1,Qualified
O-401387,Feb 2024,02-01-2024,04/03/2024,Analytics Suite,Asia,3168,15,Qualified
O-401388,06-09-2024,2024-05,06-29-2024,Analytics Suite,Asia,5981,7,Won
O-401389,2024-12-12,2024/12/05,19/12/2024,CRM Pro,Asia,8896,12,Qualified
O-401390,2024-01-27,Jan 2024,2024/02/09,Sales Booster,Asia,3860,3,Won
O-401391,2023/07/23,07-17-2023,08-11-2023,CRM Pro,Europe,2392,4,Lost
O-401392,23/06/2024,06-15-2024,06-29-2024,Analytics Suite,Asia,1118,10,Won
O-401393,2023/09/14,2023-08,23/09/2023,Sales Booster,Asia,15224,2,Won
O-401394,2023-07,23/07/2023,08-08-2023,CRM Pro,Asia,6367,11,Won
O-401395,May 2024,05-01-2024,2024/06/17,Sales Booster,Asia,11651,2,Won
O-401396,10-31-2024,24/10/2024,11-11-2024,CRM Pro,Asia,2328,4,Lost
O-401397,2023-04,08/04/2023,02/05/2023,CRM Pro,North America,13503,13,Qualified
O-401398,2024-12-17,01/12/2024,2025/01/04,Analytics Suite,Asia,6432,3,Lost
O-401399,Oct 2023,2023-09-21,18/10/2023,Analytics Suite,Europe,18996,4,Won
O-401400,32/13/2024,02/02/2023,2023-02-18,Analytics Suite,Asia,5947,6,Qualified
O-401401,32/13/2024,2024-01,Mar 2024,CRM Pro,Asia,1880,7,Qualified
O-401402,2024/03/03,2024-02,03-13-2024,CRM Pro,Europe,2327,10,Lost
O-401403,2024-03,03-13-2024,30/03/2024,Analytics Suite,Asia,8844,5,Lost
O-401404,2023-01-29,2023/01/15,02-15-2023,Sales Booster,North America,19738,6,Qualified
O-401405,2023/01/09,2022-12-20,2023-01-19,Analytics Suite,Asia,16427,7,Qualified
O-401406,2023-02,Feb 2023,2023-03-11,Sales Booster,Asia,15046,3,Lost
O-401407,11/03/2024,2024/02/22,2024/03/28,Sales Booster,Asia,10852,11,Qualified
O-401408,12-19-2023,2023-11,Jan 2024,Sales Booster,North America,19785,1,Qualified
O-401409,03-18-2024,02-18-2024,Mar 2024,Sales Booster,Europe,8596,7,Qualified
O-401410,31/12/2023,Dec 2023,2024-01-13,Analytics Suite,Europe,3430,2,Won
O-401411,11-13-2024,18/10/2024,2024/11/27,Sales Booster,Asia,7350,4,Lost
O-401412,07-04-2023,Jun 2023,07-21-2023,Sales Booster,Europe,7312,3,Lost
O-401413,2023-09,2023-08-24,2023-09-27,Analytics Suite,Europe,5366,13,Qualified
O-401414,12/02/2024,2024-01,2024/02/20,CRM Pro,Asia,11971,11,Won
O-401415,Aug 2024,Aug 2024,Aug 2024,CRM Pro,Asia,12853,13,Lost
O-401416,14/07/2024,2024/06/27,2024/08/02,CRM Pro,Europe,15444,5,Won
O-401417,2024-10-13,2024/09/26,10-28-2024,CRM Pro,Europe,16367,15,Lost
O-401418,2023-11,2023/10/21,2023-11,Sales Booster,Europe,5393,5,Won
O-401419,Jul 2024,2024/07/25,2024-08,Analytics Suite,Asia,9316,8,Won
O-401420,32/13/2024,10-02-2023,Nov 2023,CRM Pro,Europe,10380,13,Lost
O-401421,06-23-2024,09/06/2024,2024/06/24,CRM Pro,Europe,9066,2,Won
O-401422,Jun 2024,2024-06-08,2024-06,Analytics Suite,Asia,5246,2,Lost
O-401423,13/02/2024,Jan 2024,2024-03,CRM Pro,North America,17014,1,Lost
O-401424,09-05-2024,2024-08-21,2024-09,CRM Pro,Asia,13165,4,Qualified
O-401425,2023/11/25,2023-11,Dec 2023,Sales Booster,Asia,17843,3,Won
O-401426,2024/01/12,12-23-2023,2024-01-30,Sales Booster,North America,11047,10,Won
O-401427,26/10/2023,2023-10-02,2023-11-10,CRM Pro,North America,15632,12,Qualified
O-401428,2023/03/19,2023-03-03,Mar 2023,Analytics Suite,Asia,2957,7,Won
O-401429,2024-03-30,02/03/2024,16/04/2024,CRM Pro,Asia,6553,2,Lost
O-401430,2023/10/03,2023-09-09,2023/10/17,CRM Pro,Europe,1447,6,Lost
O-401431,30/10/2024,Oct 2024,2024/11/07,Sales Booster,North America,9518,13,Lost
O-401432,02-20-2023,2023/01/30,2023/03/10,CRM Pro,Asia,11242,1,Qualified
O-401433,12-27-2024,2024/12/04,2024-12,Analytics Suite,Asia,2935,8,Lost
O-401434,32/13/2024,08-26-2023,2023-09-13,Sales Booster,Europe,1822,11,Won
O-401435,18/12/2024,Dec 2024,12-21-2024,CRM Pro,Europe,18195,2,Lost
O-401436,12-21-2024,Nov 2024,2024/12/24,Analytics Suite,North America,4760,3,Qualified
O-401437,2023-03-25,Mar 2023,Apr 2023,Sales Booster,Europe,18052,7,Qualified
O-401438,09-24-2024,Aug 2024,2024-09,Sales Booster,Europe,2657,11,Lost
O-401439,32/13/2024,2024-06-28,19/07/2024,Sales Booster,Europe,4379,10,Qualified
O-401440,2024-04-11,2024-03,Apr 2024,Sales Booster,Asia,15250,9,Lost
O-401441,02-02-2023,2023-01,2023/02/22,Sales Booster,North America,1248,2,Lost
O-401442,2023/01/21,2022-12-23,2023-02,Sales Booster,Europe,17582,9,Lost
O-401443,2023/11/08,Oct 2023,Nov 2023,Analytics Suite,Europe,19323,7,Won
O-401444,Aug 2023,Jul 2023,2023/08/22,CRM Pro,North America,12897,11,Qualified
O-401445,05-15-2023,2023/04/29,05-31-2023,Analytics Suite,North America,16218,15,Lost
O-401446,05/07/2024,18/06/2024,23/07/2024,Sales Booster,Asia,11249,4,Lost
O-401447,2023-08,Aug 2023,2023-08,CRM Pro,Asia,16347,11,Qualified
O-401448,Feb 2024,2024/01/06,02-14-2024,Sales Booster,North America,9207,5,Qualified
O-401449,2024/09/17,2024-09,09-27-2024,Sales Booster,Asia,9703,11,Won
O-401450,2024-08-20,2024-07-30,29/08/2024,Analytics Suite,Europe,5875,8,Won
O-401451,2024/08/10,08-05-2024,2024-08-17,CRM Pro,North America,18264,12,Won
O-401452,Jun 2023,Jun 2023,2023-07,CRM Pro,North America,709,8,Won
O-401453,08-27-2023,2023/08/15,2023-09,Sales Booster,Asia,1366,5,Lost
O-401454,08-31-2023,2023-08-24,08/09/2023,CRM Pro,Asia,15179,9,Lost
O-401455,2024-03,Feb 2024,2024/03/18,CRM Pro,North America,12034,12,Lost
O-401456,26/10/2024,2024-10-11,Oct 2024,Sales Booster,Asia,4721,13,Won
O-401457,2024-12,04/11/2024,2024-12,CRM Pro,Europe,15507,5,Lost
O-401458,2024/04/30,16/04/2024,May 2024,Sales Booster,Asia,8864,13,Qualified
O-401459,2024-05-25,2024/05/05,2024-05-31,Analytics Suite,North America,13061,1,Qualified
O-401460,2023-04,2023/03/23,2023/04/26,CRM Pro,Asia,3808,1,Won
O-401461,16/09/2024,2024-08,2024-09,Sales Booster,Europe,15063,12,Lost
O-401462,2023-09-27,09-02-2023,2023/10/04,CRM Pro,North America,3181,1,Qualified
O-401463,2024/09/02,2024/08/28,2024-09-04,Sales Booster,North America,9131,4,Won
O-401464,08/10/2024,2024-09-28,2024-10,Analytics Suite,Asia,17787,1,Won
O-401465,04-30-2024,03-31-2024,May 2024,Sales Booster,Asia,17619,2,Won
O-401466,2024/07/09,26/06/2024,Jul 2024,Sales Booster,Europe,6612,4,Won
O-401467,2023-05,04-28-2023,05-23-2023,Sales Booster,Asia,13053,2,Won
O-401468,Nov 2024,2024-10-27,11-20-2024,CRM Pro,Europe,1941,9,Qualified
O-401469,01-25-2023,30/12/2022,2023-02-05,CRM Pro,North America,7358,9,Qualified
O-401470,Mar 2023,2023-02,2023-04-07,Sales Booster,Asia,14866,6,Won
O-401471,12/08/2024,13/07/2024,28/08/2024,CRM Pro,Europe,11074,13,Won
O-401472,2024-05-22,2024/04/23,06/06/2024,CRM Pro,Asia,2569,4,Lost
O-401473,10/03/2023,02-12-2023,03-27-2023,Analytics Suite,Asia,3997,3,Lost
O-401474,32/13/2024,2023/10/12,2023-11-15,Analytics Suite,North America,3724,5,Lost
O-401475,2023/05/06,2023-04-15,2023-05,Analytics Suite,North America,11491,7,Lost
O-401476,07-20-2024,2024-06-20,2024-08-05,Analytics Suite,North America,589,8,Won
O-401477,Oct 2024,2024-09,27/10/2024,Analytics Suite,Asia,2045,14,Qualified
O-401478,2023/07/28,Jul 2023,14/08/2023,CRM Pro,Asia,6319,11,Lost
O-401479,2023/10/14,2023/10/08,Oct 2023,Analytics Suite,Asia,1196,15,Lost
O-401480,Feb 2024,09/02/2024,2024-03,Sales Booster,Asia,3859,6,Qualified
O-401481,2024-10-22,2024/10/17,2024-10-30,Sales Booster,Europe,11899,8,Won
O-401482,Apr 2023,Apr 2023,05-06-2023,CRM Pro,Asia,13217,2,Won
O-401483,10-07-2023,2023-09,2023/10/08,Analytics Suite,Asia,6880,13,Lost
O-401484,2023-04-20,2023-04,29/04/2023,CRM Pro,North America,14912,3,Qualified
O-401485,2024/11/08,2024-10-09,2024-11-24,CRM Pro,Asia,1493,8,Qualified
O-401486,2023-11,05/11/2023,2023-12-03,Sales Booster,Europe,9152,2,Qualified
O-401487,08/07/2023,22/06/2023,2023-07-23,CRM Pro,Asia,1143,9,Won
O-401488,2023-02-20,07/02/2023,2023/03/08,CRM Pro,Europe,8011,6,Qualified
O-401489,2023-11,11-21-2023,2023/12/08,CRM Pro,Asia,18371,8,Lost
O-401490,Dec 2023,2023-12,Dec 2023,Sales Booster,Asia,4593,15,Lost
O-401491,20/08/2024,2024-07,08/09/2024,CRM Pro,Europe,19509,7,Qualified
O-401492,2023/09/08,2023-08-21,09-27-2023,CRM Pro,Europe,3547,11,Lost
O-401493,2024-03-26,2024/03/06,2024/03/29,Sales Booster,North America,9677,15,Qualified
O-401494,2024/08/06,17/07/2024,2024-08,CRM Pro,Europe,10863,7,Lost
O-401495,2024/05/09,04-11-2024,May 2024,Analytics Suite,North America,15289,15,Qualified
O-401496,11-11-2024,14/10/2024,2024-11-22,Analytics Suite,North America,1721,13,Lost
O-401497,2023/07/19,2023-07,2023-07,CRM Pro,Asia,15081,4,Lost
O-401498,2024-07,2024-06-23,2024-07,CRM Pro,Asia,18241,13,Lost
O-401499,2024-02-10,2024-01-17,2024-02-17,Analytics Suite,Asia,7603,6,Qualified
O-401500,2023/05/11,04-13-2023,2023-05-21,Analytics Suite,Europe,8339,7,Won
O-401501,Jul 2024,2024-06,Jul 2024,Sales Booster,Asia,17303,10,Won
O-401502,2023/06/25,Jun 2023,Jul 2023,Analytics Suite,North America,7138,3,Won
O-401503,15/06/2023,2023-06,2023-06,Sales Booster,Europe,4498,3,Qualified
O-401504,11/04/2023,06/04/2023,2023-04,CRM Pro,North America,8314,3,Qualified
O-401505,2024-11-08,2024-10-23,11-18-2024,Sales Booster,Europe,8852,9,Qualified
O-401506,02-19-2023,27/01/2023,2023-03,Analytics Suite,Asia,17268,14,Won
O-401507,Aug 2023,07-23-2023,2023-08,CRM Pro,Europe,14727,13,Lost
O-401508,2023/09/25,Sep 2023,2023-10-09,Sales Booster,Asia,522,1,Lost
O-401509,2023/12/22,2023-12,2024-01,CRM Pro,North America,8210,5,Won
O-401510,2023/07/13,2023/07/04,2023-07,CRM Pro,Europe,15084,11,Lost
O-401511,2024/01/17,2023/12/22,2024/02/06,Analytics Suite,Europe,10820,11,Qualified
O-401512,06-19-2024,03/06/2024,2024-07,Sales Booster,North America,19366,14,Won
O-401513,2024/10/02,2024-09,06/10/2024,Sales Booster,Europe,10164,9,Lost
O-401514,26/11/2023,11-08-2023,2023/12/07,Analytics Suite,Europe,4164,13,Qualified
O-401515,29/10/2023,2023/10/01,2023-11,Sales Booster,Asia,18685,7,Won
O-401516,Dec 2023,2023-12,Dec 2023,CRM Pro,Asia,8390,7,Lost
O-401517,2024-01-12,2024/01/05,13/01/2024,Analytics Suite,North America,1123,1,Lost
O-401518,2024/05/17,17/04/2024,2024-05,Analytics Suite,North America,17491,14,Lost
O-401519,2023-05,2023-05,2023-06-05,Analytics Suite,Asia,11225,7,Lost
O-401520,2024-01,12-18-2023,16/01/2024,CRM Pro,North America,18443,2,Won
O-401521,May 2023,26/04/2023,May 2023,Analytics Suite,Asia,5779,13,Qualified
O-401522,2024-04,04-09-2024,05-13-2024,CRM Pro,Europe,3450,12,Lost
O-401523,2023-10,2023/09/24,2023-10-09,CRM Pro,North America,12502,5,Qualified
O-401524,29/12/2024,12-03-2024,01-06-2025,Sales Booster,Europe,15723,11,Won
O-401525,2023-10-28,2023-10-22,2023-11-06,Sales Booster,Europe,12035,4,Lost
O-401526,11-02-2023,2023-10-25,11-19-2023,CRM Pro,North America,8933,6,Lost
O-401527,2024/11/05,Oct 2024,11/11/2024,Analytics Suite,North America,14120,14,Qualified
O-401528,2024/01/31,2024-01,2024-02,Analytics Suite,Asia,18717,9,Lost
O-401529,02-16-2024,27/01/2024,2024/02/23,CRM Pro,North America,16918,6,Qualified
O-401530,25/02/2023,Feb 2023,2023-03-13,Analytics Suite,Europe,8819,14,Won
O-401531,2023/10/06,Sep 2023,Oct 2023,CRM Pro,North America,883,1,Qualified
O-401532,2024-04,2024/03/05,07/04/2024,CRM Pro,Asia,19449,3,Qualified
O-401533,Feb 2023,Jan 2023,02-22-2023,CRM Pro,North America,14398,5,Qualified
O-401534,04-14-2023,03-28-2023,04-23-2023,CRM Pro,North America,5110,1,Won
O-401535,2024/12/06,11-26-2024,2024-12-17,Analytics Suite,Europe,7279,15,Lost
O-401536,Feb 2024,Jan 2024,2024-02,CRM Pro,North America,14712,13,Qualified
O-401537,2024/01/21,2024-01-12,2024-02,Sales Booster,Europe,17230,1,Qualified
O-401538,2024-04,2024-03,04-21-2024,Analytics Suite,North America,12596,8,Won
O-401539,06-02-2024,May 2024,2024-06,CRM Pro,Europe,18853,8,Won
O-401540,04-08-2023,2023-03-22,2023-04,Analytics Suite,North America,7149,10,Won
O-401541,2023/05/21,Apr 2023,May 2023,Analytics Suite,Europe,9453,11,Won
O-401542,07-02-2023,2023-06-09,2023/07/22,Sales Booster,North America,5594,11,Lost
O-401543,19/08/2023,Aug 2023,2023-09-07,Sales Booster,North America,1305,10,Lost
O-401544,08/04/2024,2024-04-03,2024/04/20,Sales Booster,Europe,14298,3,Qualified
O-401545,06-15-2024,Jun 2024,Jun 2024,CRM Pro,Asia,15790,6,Won
O-401546,2024/12/21,2024/12/13,2024/12/31,CRM Pro,Europe,13221,2,Won
O-401547,10-17-2023,10-02-2023,02/11/2023,Analytics Suite,Europe,830,3,Won
